potential_V,current_A
0.5075376884422111,2.8542523310075425e-08
0.5115577889447236,-6.005536806763268e-08
0.5155778894472363,-1.8821466676782164e-08
0.5195979899497487,3.17163918008437e-08
0.5236180904522614,-8.695673931531657e-08
0.5276381909547738,8.827943497306862e-09
0.5316582914572865,1.892206407627982e-08
0.5356783919597992,-3.100932678827704e-08
0.5396984924623116,-2.8159451757867237e-08
0.5437185929648243,6.901637224924568e-08
0.5477386934673367,-1.8032697800981618e-08
0.5517587939698494,8.373022299095786e-09
0.5557788944723618,-9.254977390034978e-08
0.5597989949748745,5.38673292634891e-08
0.563819095477387,1.8918671079147577e-09
0.5678391959798996,-3.736664664831749e-08
0.5718592964824121,4.1422309858623195e-09
0.5758793969849247,-1.5903481787642956e-08
0.5798994974874372,9.078459395553455e-09
0.5839195979899499,8.189715934670696e-08
0.5879396984924623,3.887185100644579e-08
0.591959798994975,-2.2081678332064532e-08
0.5959798994974874,4.691646565516731e-08
0.6,-2.344691493532589e-08
0.6,-2.203121274565565e-09
0.5959798994974874,-9.48218896743162e-08
0.5919597989949749,-4.2297183675443064e-09
0.5879396984924623,2.5210629335619372e-08
0.5839195979899497,-3.415719133456379e-08
0.5798994974874372,-1.1210572926505225e-07
0.5758793969849246,2.992033744530311e-08
0.5718592964824121,-3.690846993920852e-08
0.5678391959798995,-5.3180595901161216e-08
0.563819095477387,5.87510140587009e-09
0.5597989949748743,-2.261669554183012e-08
0.5557788944723618,1.0723984920923687e-07
0.5517587939698492,-6.586667189881653e-08
0.5477386934673366,5.853372105319834e-08
0.543718592964824,1.9414119288716096e-08
0.5396984924623115,4.98848906398823e-09
0.5356783919597989,1.6884516163803116e-08
0.5316582914572864,-8.349395161687763e-09
0.5276381909547738,1.482845749075694e-09
0.5236180904522613,1.3210199239034356e-07
0.5195979899497487,6.865580334814648e-08
0.5155778894472361,-2.3382249894856904e-08
0.5115577889447236,3.343869343528214e-08
0.507537688442211,8.656818246348535e-08
0.5035175879396985,-3.737963333491666e-08
0.4994974874371859,1.2461888949976696e-08
0.49547738693467336,4.2367226533525934e-08
0.4914572864321608,-4.3593009858749085e-08
0.48743718592964824,4.315235153886923e-08
0.48341708542713563,-6.2808797526022794e-09
0.47939698492462307,9.893396499508259e-10
0.4753768844221105,7.992618051394637e-08
0.47135678391959795,-7.476189130968907e-08
0.4673366834170854,9.202852108844507e-08
0.46331658291457284,4.35581935776309e-08
0.4592964824120602,-1.179991551160695e-07
0.45527638190954767,2.5144951324272213e-08
0.4512562814070351,-4.186848078426019e-08
0.44723618090452255,5.732206440477579e-08
0.44321608040201,-2.719598285952238e-08
0.43919597989949744,3.2963104182320436e-08
0.4351758793969849,3.104475223672246e-08
0.4311557788944723,-2.6187010060874886e-08
0.42713567839195976,1.4100626361129673e-07
0.4231155778894472,7.365920243887092e-08
0.41909547738693465,1.1163437072670461e-07
0.4150753768844221,-3.361083218083491e-09
0.41105527638190953,1.0617883766633232e-07
0.40703517587939697,8.189269965399353e-08
0.4030150753768844,1.612143329147035e-07
0.39899497487437185,2.305713513022037e-07
0.39497487437185924,2.6602918950039607e-07
0.3909547738693467,2.975265938353819e-07
0.3869346733668341,4.0245749397749283e-07
0.38291457286432157,3.4534065510006756e-07
0.378894472361809,3.995697571907124e-07
0.37487437185929645,5.234487950564703e-07
0.37085427135678384,5.825257631164792e-07
0.3668341708542713,7.232172131995484e-07
0.3628140703517587,8.631755868830653e-07
0.35879396984924616,9.156043885613957e-07
0.3547738693467336,9.801580550031172e-07
0.35075376884422105,1.177267067132025e-06
0.3467336683417085,1.2887852682090185e-06
0.34271356783919593,1.4776029633906968e-06
0.3386934673366834,1.5990136152307792e-06
0.3346733668341708,1.739870261264785e-06
0.33065326633165826,1.9201282734865827e-06
0.3266331658291457,2.1056014680906715e-06
0.32261306532663314,2.265692359359943e-06
0.31859296482412053,2.3320831158290127e-06
0.31457286432160797,2.56102967219672e-06
0.3105527638190954,2.5773249425916147e-06
0.30653266331658285,2.8120713314650465e-06
0.3025125628140703,2.7979622345965862e-06
0.29849246231155774,2.9581226211010145e-06
0.2944723618090452,2.975569489995588e-06
0.2904522613065326,3.037505700757384e-06
0.28643216080402006,3.1269016709821165e-06
0.2824120603015075,3.0503098040981595e-06
0.2783919597989949,3.072979173140384e-06
0.27437185929648233,3.0629949044248174e-06
0.2703517587939698,2.9518433633590205e-06
0.2663316582914572,2.907738143968081e-06
0.26231155778894466,2.9377104812052306e-06
0.2582914572864321,2.670936909466215e-06
0.25427135678391954,2.5509654270253126e-06
0.250251256281407,2.281583694885306e-06
0.24623115577889443,2.107692891955981e-06
0.24221105527638187,1.881059234887087e-06
0.2381909547738693,1.7178443664276907e-06
0.2341708542713567,1.3736324686213437e-06
0.23015075376884414,1.2488907388633005e-06
0.22613065326633158,8.999293461144524e-07
0.22211055276381902,6.314685322313076e-07
0.21809045226130647,4.368643857987316e-07
0.2140703517587939,1.2084379977121e-07
0.21005025125628135,-1.1544843323916409e-07
0.2060301507537688,-4.1349308499822774e-07
0.20201005025125623,-7.196050550241645e-07
0.19798994974874368,-9.970438137909276e-07
0.19396984924623112,-1.155389367668092e-06
0.1899497487437185,-1.4495381354300594e-06
0.18592964824120595,-1.5912657214755274e-06
0.1819095477386934,-1.739264821555362e-06
0.17788944723618083,-2.0712322525904737e-06
0.17386934673366827,-2.138095243391683e-06
0.16984924623115571,-2.3782760635043017e-06
0.16582914572864316,-2.5140633103472334e-06
0.1618090452261306,-2.526606637705564e-06
0.15778894472361804,-2.5348836382005717e-06
0.15376884422110548,-2.602565702545731e-06
0.14974874371859292,-2.6244116946290627e-06
0.1457286432160803,-2.7768262492941606e-06
0.14170854271356775,-2.689663413697521e-06
0.1376884422110552,-2.620274182381067e-06
0.13366834170854264,-2.5379491487470384e-06
0.12964824120603008,-2.5407383561837476e-06
0.12562814070351752,-2.3692653806554876e-06
0.12160804020100496,-2.255709537085858e-06
0.1175879396984924,-2.2915977369090748e-06
0.11356783919597985,-2.205716079287946e-06
0.10954773869346729,-1.9401218672957887e-06
0.10552763819095468,-1.8362290373608497e-06
0.10150753768844212,-1.7454527025401961e-06
0.09748743718592956,-1.6288853687500992e-06
0.093467336683417,-1.4929382069546462e-06
0.08944723618090444,-1.3897564948469795e-06
0.08542713567839189,-1.2126657003451656e-06
0.08140703517587933,-1.0871188922450052e-06
0.07738693467336677,-9.92600701370728e-07
0.07336683417085421,-7.918331122156208e-07
0.06934673366834165,-7.42997774370068e-07
0.0653266331658291,-6.568160807104788e-07
0.06130653266331654,-5.531793082848758e-07
0.05728643216080398,-4.808856585534126e-07
0.05326633165829142,-3.5884457654846e-07
0.04924623115577886,-3.133233004676763e-07
0.045226130653266305,-3.083622959402689e-07
0.041206030150753636,-2.9085300775902775e-07
0.03718592964824108,-2.478369118882499e-07
0.03316582914572852,-2.2963292465505e-07
0.029145728643215962,-2.0611283955213172e-07
0.025125628140703404,-2.309087267833423e-08
0.021105527638190846,-1.0050335647800236e-07
0.01708542713567829,-4.095634417811468e-08
0.01306532663316573,-1.5154350762684846e-07
0.009045226130653172,4.810763862100985e-09
0.005025125628140614,1.0592549408826349e-07
0.0010050251256280562,-6.465826805240089e-08
-0.0030150753768845018,3.6332206484511644e-08
-0.00703517587939706,1.5836320456629575e-08
-0.011055276381909618,-4.4738994077878756e-08
-0.015075376884422176,4.7927707194234846e-08
-0.019095477386934734,-3.3321543499381054e-08
-0.023115577889447292,-2.942430530595425e-08
-0.02713567839195985,1.8695176184228832e-08
-0.031155778894472408,3.649184169373966e-08
-0.035175879396984966,-3.422971789455702e-09
-0.039195979899497524,-3.4653771668364956e-08
-0.04321608040201019,-4.884579803403863e-08
-0.04723618090452275,4.9313538988010546e-09
-0.05125628140703531,-7.739005136032127e-08
-0.05527638190954787,-3.19483604111831e-08
-0.059296482412060425,6.303226367462259e-08
-0.06331658291457298,-3.894787176669179e-08
-0.06733668341708554,-7.757722736115295e-08
-0.0713567839195981,-4.229522148696001e-09
-0.07537688442211066,-8.394972573597665e-08
-0.07939698492462322,-3.0546587001339384e-08
-0.08341708542713577,-5.653394158100235e-08
-0.08743718592964833,-7.223217564390384e-09
-0.09145728643216089,-1.2416700706598653e-08
-0.09547738693467345,1.3276309466433163e-08
-0.099497487437186,6.649151999894495e-09
-0.10351758793969856,5.475811133032396e-08
-0.10753768844221112,-5.098577553425697e-08
-0.11155778894472368,-9.138888389522324e-09
-0.11557788944723624,9.627960021404324e-08
-0.1195979899497488,-2.4904403668265832e-08
-0.12361809045226135,-1.962497296828228e-08
-0.1276381909547739,-1.5740717664216057e-08
-0.13165829145728658,2.8492440657026188e-08
-0.13567839195979914,-2.3400715425464147e-08
-0.1396984924623117,-2.6324911639806203e-10
-0.14371859296482425,-7.525827176743213e-08
-0.1477386934673368,5.121016744846315e-08
-0.15175879396984937,-4.513124421906617e-09
-0.15577889447236193,-4.395449883881024e-09
-0.1597989949748745,5.608762240981301e-08
-0.16381909547738704,8.09767964261185e-09
-0.1678391959798996,2.1804635812398212e-08
-0.17185929648241216,5.274150143349783e-09
-0.17587939698492472,2.387805651844991e-08
-0.17989949748743728,2.299946627461064e-09
-0.18391959798994983,-1.5615686930587855e-08
-0.1879396984924624,6.409985635420691e-09
-0.19195979899497495,-1.1269151249742609e-08
-0.1959798994974875,-4.631229161873827e-08
-0.2,-6.308783045254458e-08
